borne,viteza,nume,fir,r_start,r_end,linie
"32+300
32+800",30,"Borzeşti BC - 
Oneşti",1,32.3,32.8,504
"38+450
38+610",10,"Oneşti -
Târgu Ocna",1,38.45,38.61,504
"42+300
43+700",50,"Oneşti -
Târgu Ocna",1,42.3,43.7,504
"50+450
50+550",30,"St. Târgu Ocna
linia 1 directă, Cap Y",1,50.45,50.55,504
"53+410
53+530",10,"Târgu Ocna -
Dofteana",1,53.41,53.53,504
"54+190
54+300",10,"Târgu Ocna -
Dofteana",1,54.19,54.3,504
"54+200
54+750",30,"Târgu Ocna -
Dofteana BC",1,54.2,54.75,504
"54+650
54+720",10,"Târgu Ocna -
Dofteana",1,54.65,54.72,504
"55+060
55+170",10,"Târgu Ocna -
Dofteana",1,55.06,55.17,504
"60+400
60+500",10,"Târgu Ocna -
Dofteana",1,60.4,60.5,504
"65+550
65+750",30,"Dofteana -
Valea Uzului",1,65.55,65.75,504
"65+570
65+710",10,"Dofteana -
Valea Uzului",1,65.57,65.71,504
"67+800
67+850",30,"St. Valea Uzului
linia 2 directă Cap Y",1,67.8,67.85,504
"69+220
69+400",10,Valea Uzului - Comăneşti,1,69.22,69.4,504
"75+100
75+300",30,"Comăneşti -
Asău",1,75.1,75.3,504
"75+120
75+238",10,"Comăneşti -
Asău",1,75.12,75.238,504
"84+260
84+360",10,"Asău -
Goioasa",1,84.26,84.36,504
"87+860
87+910",30,"Goioasa -
Simbrea",1,87.86,87.91,504
"97+960
98+060",10,"Simbrea - 
Palanca",1,97.96,98.06,504
"105+350
105+970",30,"Palanca -
Ghimeş",1,105.35,105.97,504
"105+720
105+930",10,"Palanca -
Ghimeş",1,105.72,105.93,504
"109+070
109+200",10,"Ghimeş -
Lunca de Mijloc",1,109.07,109.2,504
"4+000
8+000",50,NA,2,4,8,504
"9+600
11+600",50,NA,2,9.6,11.6,504
"11+640
11+900",10,"*Valabil pentru trenurile remorcate cu două locomotive cuplate.
Nesemnalizată pe teren.",2,11.64,11.9,504
"31+400
35+500",30,NA,2,31.4,35.5,504
"3+300
4+200",30,"Bacău -
Gârleni",1,3.3,4.2,507
"1+765
1+987",30,"Dărmănești - 
Cacica",1,1.765,1.987,511
"22+030
22+062",30,"Cacica -
Vârfu Dealului",1,22.03,22.062,511
"0+164
0+214",30,"St. Ilva Mică
Cap X, peste TDJ 3 / 5",1,0.164,0.214,511
"6+700
6+890",30,"Făurei -
Jirlău",1,6.7,6.89,600
"51+300
51+400",15,"Tătăranu -
Bordeasca Nouă",1,51.3,51.4,600
"67+030
67+120",15,"Bordeasca Nouă -
Suraia",1,67.03,67.12,600
"73+300
73+720",30,"Suraia -
Condrea",1,73.3,73.72,600
"247+200
247+300",30,"Frunzeasca -
Berheci",1,247.2,247.3,600
"253+125
253+175",30,"Frunzeasca -
Berheci",1,253.125,253.175,600
"322+000
323+350",50,"Banca –
Crasna",1,322,323.35,600
"323+000
322+400",70,"Semnalizată ca limitare de viteză.
Cu inductori de 2000 Hz.",2,323,322.4,600
"226+560
226+700",15,"* Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,226.56,226.7,602
"227+200
227+800",15,NA,2,227.2,227.8,602
"șantier mobil
1500 m",50,"Restricție protecție muncitori, zilnic, fără S+D+sărbători legale.",2,NA,NA,610
"19+600
19+700",30,"Racord Aeroport T1 –
Baloteşti",1,19.6,19.7,700
"135+550
135+610",15,"Ruşeţu -
Făurei",1,135.55,135.61,700
"167+400
167+700",15,"St. Făurei
(zonă aparate de cale Cap X aferente 
liniei 4 directe)",1,167.4,167.7,700
"167+350
167+800",30,"St. Făurei
(zonă aparate de cale Cap X aferente 
liniei 3 directe)",1,167.35,167.8,700
"226+800
226+900",15,"Lacu Sărat - 
Brăila",1,226.8,226.9,700
"13+071
16+157",70,NA,2,13.071,16.157,700
"226+800
226+900",15,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,226.8,226.9,700
"246+100
246+370",30,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,246.1,246.37,700
"132+374
148+200",50,"Buzău Sud -
Cilibia
și linia 2 directă 
st. Cilibia",1,132.374,148.2,701
"159+000
160+500",50,"Rosetti - 
Făurei
și linia 1 directă 
C.A. Rosetti",1,159,160.5,701
"162+000
167+350",50,"C.A. Rosetti -
 Făurei
(zonă aparate de cale Cap X aferente liniei 
3 directe)",1,162,167.35,701
"167+350
167+800",30,NA,1,167.35,167.8,701
"132+374
158+420",20,"Afectează intrări - ieșiri peste sch. 12, 34, 6, 4 
st. Buzău Sud Cap Y,
sch. 3, 7, 11, 14, 10 și 6
st. Cilibia Cap X + Cap Y,
sch. 3, 7 și 9 st. Rosetti 
Cap X.",2,132.374,158.42,701
"167+400
167+700",15,"Afectează intrări - ieşiri peste sch. 7, 11, 17, 21, 27, 37 și 39 și la liniile 4 - 8 Cap X.",2,167.4,167.7,701
"46+450
55+270",30,NA,2,46.45,55.27,701
"242+800
242+870",30,"Tecuci -
Barcea",1,242.8,242.87,704
"271+040
271+090",15,"Hanu Conachi -
Independenţa",1,271.04,271.09,704
"242+800
242+870",30,"*Valabil pentru trenurile remorcate cu două locomotive cuplate.
Nesemnalizată pe teren.",2,242.8,242.87,704
"271+040
271+090",15,"*Valabil pentru trenurile remorcate cu două locomotive cuplate.
Nesemnalizată pe teren.",2,271.04,271.09,704
"11+010
11+060",70,"Bucureşti Băneasa -
Pantelimon",1,11.01,11.06,800
"27+850
27+900",70,"Pasărea -
Brănești",1,27.85,27.9,800
firul III,NA,"150+800
153+500",1,NA,NA,800
firul III,NA,"163+700
166+500",1,NA,NA,800
"22+950
23+000",70,NA,2,22.95,23,800
"47+700
48+200",100,NA,2,47.7,48.2,800
"107+800
111+730",140,Semnalizată ca limitare de viteză.,2,107.8,111.73,800
"18+100
18+800",15,"St. Titan Sud
linia 1 directă",1,18.1,18.8,802
"18+800
21+200",40,"Titan Sud -
Bucureşti Sud
Grupa Călători",1,18.8,21.2,802
"22+275
22+353",30,"St. Bucureşti Sud
Grupa Călători
Cap Y
peste sch. 2 și 4",1,22.275,22.353,802
"26+650
26+700",50,"Bucureşti Sud
Grupa Călători - 
Budeşti",1,26.65,26.7,802
"30+490
30+540",5,"Bucureşti Sud
Grupa Călători - 
Budeşti",1,30.49,30.54,802
"34+380
34+430",50,"Bucureşti Sud
Grupa Călători - 
Budeşti",1,34.38,34.43,802
"36+500
36+550",5,"St. Bucureşti Sud 
Grupa Călători -
Budeşti",1,36.5,36.55,802
"37+430
37+480",50,"St. Bucureşti Sud 
Grupa Călători -Budeşti",1,37.43,37.48,802
"68+350
68+400",30,"Budeşti - 
Olteniţa",1,68.35,68.4,802
"77+100
77+740",30,"St. Olteniţa 
linia 1 directă",1,77.1,77.74,802
"0+844
15+500",70,"Ploiești Sud -
H.M. Zănoaga",1,0.844,15.5,804
"11+265
11+520",15,"H.M. Corlățești - 
H.M. Zănoaga",1,11.265,11.52,804
"24+600
43+100",70,"Ax H.M. Drăgănești Ph. -
Ax H.M. Ialomița",1,24.6,43.1,804
"43+100
47+010",60,"H.M. Ialomița -
Armăşeşti",1,43.1,47.01,804
"74+550
74+650",30,"Broşteni –
Sărăţuica",1,74.55,74.65,804
"103+500
103+600",30,"Andrăşeşti -
Ramificaţie Amara",1,103.5,103.6,804
"128+250
128+300",5,"Bucu -
Ţăndărei",1,128.25,128.3,804
"135+975
136+025",5,"Bucu -
Ţăndărei",1,135.975,136.025,804
"32+524
43+100",70,"Fără inductori.
Nesemnalizată pe teren.",2,32.524,43.1,804
"15+500
15+450",50,"Slobozia Veche -
Slobozia Sud",1,15.5,15.45,807
"15+320
15+180",30,"Slobozia Veche -
Slobozia Sud",1,15.32,15.18,807
"4+450
4+500",30,"Medgidia –
Nicolae Bălcescu",1,4.45,4.5,812
"13+700
14+200",50,"Medgidia –
Nicolae Bălcescu",1,13.7,14.2,812
"30+300
30+500",30,"Nicolae Bălcescu –
Târguşor Dobrogea",1,30.3,30.5,812
"39+470
39+775",30,"Târguşor Dobrogea -
Cogealac",1,39.47,39.775,812
"62+375
62+425",50,"Cogealac –
Mihai Viteazu",1,62.375,62.425,812
"107+325
107+375",30,"Babadag -
Cataloi",1,107.325,107.375,812
"110+540
110+640",15,"Babadag -
Cataloi",1,110.54,110.64,812
"122+275
122+375",30,"Babadag -
Cataloi",1,122.275,122.375,812
"126+750
126+850",30,"Babadag -
Cataloi",1,126.75,126.85,812
"130+800
131+000",30,"Cataloi -
Tulcea Mărfuri",1,130.8,131,812
"133+000
133+800",30,"Cataloi -
Tulcea Mărfuri",1,133,133.8,812
"134+700
135+500",30,"Cataloi -
Tulcea Mărfuri",1,134.7,135.5,812
firul III,NA,"între sch. 
26 şi 28 
şi 
peste sch. 26       în abatere",1,NA,NA,813
firul III,NA,"peste 
sch. 14 
în abatere",1,NA,NA,813
"0+000
2+272",20,"Agigea Nord - 
Constanța Port Zona C
(linia COMVEX)",1,0,2.272,813
"245+070
245+120",15,"Eforie Sud -
Costineşti",1,245.07,245.12,813
"250+500
250+550",30,"St. Costineşti
linia 2 directă Cap X",1,250.5,250.55,813
"0+000
2+146",20,Nesemnalizată pe teren.,2,0,2.146,813
"0+000
1+000",15,"Agigea Ecluză -
Agigea Sud",1,0,1,813 A
"1+000
2+000",5,"St. Agigea Sud
linia 3 directă, 
de la schimbătorul numărul 1 
la schimbătorul numărul FN 15",1,1,2,813 A
"0+600
1+700",15,"Palas -
Constanţa Mărfuri",1,0.6,1.7,818
"12+400
17+600",15,Fără inductori.,2,12.4,17.6,818
"22+300
25+850",30,Semnalizată ca limitare de viteză.,2,22.3,25.85,818
"2+000
11+500",50,"Voiteni -
Gătaia",1,2,11.5,124
"15+825
15+875",30,"Voiteni -
Gătaia",1,15.825,15.875,124
"23+600
24+600",50,"Gătaia -
Berzovia",1,23.6,24.6,124
"29+800
32+400",50,"Gătaia -
Berzovia",1,29.8,32.4,124
"35+500
37+300",50,"Berzovia -
Vasiova",1,35.5,37.3,124
"51+900
52+000",10,"Vasiova -
Reşiţa Nord",1,51.9,52,124
"53+300
55+000",30,"Vasiova -
Reşiţa Nord",1,53.3,55,124
"57+200
57+500",10,"Vasiova -
Reşiţa Nord",1,57.2,57.5,124
"64+000
64+540",30,"Reşiţa Nord -
Reşiţa Sud",1,64,64.54,124
"3+200
2+100",30,"St. Simeria Triaj
Grupa D, 
linia 5D directă, cuprinsă între 
T.D.J. 64 / 72 şi 
T.D.J. 139 / 141",1,3.2,2.1,202 A
"4+700
4+900",30,"St. Bartolomeu
linia 3 directă",1,4.7,4.9,206
"16+840
17+528",40,"St. Râşnov
linia 3 directă,
Râşnov -
Zărneşti",1,16.84,17.528,206
"22+580
22+680",30,"Râşnov -
Zărneşti",1,22.58,22.68,206
"4+000
4+250",30,"St. Turnişor
linia 3 directă, Cap Y,
peste schimbătoarele numerele 2, 6 şi 10",1,4,4.25,210
"33+100
33+300",10,"Săliște Hm. - 
Apoldu de Sus Hm.",1,33.1,33.3,210
"52+758
60+110",70,"Ax st. Miercurea Sibiului -
Cunța",1,52.758,60.11,210
"60+110
60+733",50,"Miercurea Sibiului -
Ax st. Cunța și
linia 2 directă
St. Cunța",1,60.11,60.733,210
"0+000
6+329",50,"Ax st. Simeria - 
Ax st. Bârcea Mică",1,0,6.329,213
"8+700
8+800",20,"Bărăbanţ -
Zlatna",1,8.7,8.8,224
"163+500
164+500",15,"Semnalizată ca limitare de viteză.
Fără inductori.",2,163.5,164.5,314 A
"168+500
169+209",15,"Semnalizată ca limitare de viteză.
Fără inductori.",2,168.5,169.209,314 A
"0+400 -
0+787
169+118-169+600
(0+787 ≡
169+118)",15,"Braşov Grupa Tranzit -
Braşov Triaj",1,NA,0.787,314 B
"1+900
2+150",10,"Brașov -
Depou",1,1.9,2.15,314 E
"0+385
0+635",15,"Sf. Gheorghe –
Moacșa",1,0.385,0.635,318
"0+635
10+628",30,"Sf. Gheorghe –
Ax st. Moacșa",1,0.635,10.628,318
"10+628
28+685",40,"Ax st. Moacșa -
Ax st. Covasna",1,10.628,28.685,318
"10+628
44+400",30,"Ax st. Moacșa -
Ax st. Tg. Secuiesc",1,10.628,44.4,318
"35+650
35+750",30,"Covasna - 
Imeci",1,35.65,35.75,318
"28+700
44+400",50,"Ax st. Covasna -
Ax st. Târgu Secuiesc",1,28.7,44.4,318
"0+200
18+200",50,"Ax st. Blaj -
Ax st. Jidvei",1,0.2,18.2,320
"0+221
0+452",30,"Ax st. Blaj -
Semnal intrare X 
st. Blaj",1,0.221,0.452,320
"0+452
35+630",40,"Semnal intrare X 
st. Blaj -
St. Târnăveni Vest",1,0.452,35.63,320
"9+000
10+000",50,"Blaj -
Jidvei",1,9,10,320
"13+000
14+600",50,"Blaj -
Jidvei",1,13,14.6,320
"21+000
21+500",50,"Jidvei - 
Târnăveni Vest",1,21,21.5,320
"21+500
28+200",70,"Jidvei - 
Târnăveni Vest",1,21.5,28.2,320
"între ax staţie 
şi 
sch. 
nr. 4",5,"St. Târnăveni
linia 1 Cap Y",1,NA,NA,320
"35+635
71+017",30,"Ax st. Târnăveni Vest -
Ax st. H.M. Bălăuşeri",1,35.635,71.017,320
"39+000
54+000",20,"Târnăveni - 
Bălăuşeri",1,39,54,320
"39+000
54+000",30,"Târnăveni - 
Bălăuşeri",1,39,54,320
"74+500
106+521",40,"Ax st. Bălăuşeri  -
Ax st. Sovata",1,74.5,106.521,320
"71+200
74+500",30,"Bălăuşeri  –
Sovata",1,71.2,74.5,320
"82+100
82+300",50,"Bălăuşeri  –
Sovata",1,82.1,82.3,320
"106+521
113+446",30,"Ax st. Sovata -
Ax st. Praid",1,106.521,113.446,320
"106+521
113+521",20,"Ax st. Sovata -
Ax st. Praid",1,106.521,113.521,320
"10+500
27+950",40,"Luduş -
Miheșu de Câmpie",1,10.5,27.95,420
"1+150
1+200",20,"Luduş -
Sărmăşel",1,1.15,1.2,420
"53+550
57+700",20,"Sărmăşel  -
Lechinţa",1,53.55,57.7,420
"63+720
72+550",40,"Sărățel  -
Lechinţa",1,63.72,72.55,420
"59+750
60+500",10,"St. Bistriţa Nord
linia 6 directă",1,59.75,60.5,421
"60+305
89+925",15,"Ax. st. Bistriţa Nord -
Ax. st. Bistriţa Bârgăului",1,60.305,89.925,421
"60+305
61+850",15,"Ax. st. Bistriţa Nord -
Semnal Y",1,60.305,61.85,421
"68+050
68+100",15,"Bistrița Nord - 
Livezile",1,68.05,68.1,421
"70+875
70+925",15,"Livezile -
Rusu Bârgăului",1,70.875,70.925,421
"80+950
81+000",15,"Josenii Bârgăului -
Susenii Bârgăului",1,80.95,81,421
"24+200
28+725",30,"Medgidia PC 2 - 
Ciocârlia",1,24.2,28.725,810
"55+195
55+245",15,"Casicea -
Negru Vodă",1,55.195,55.245,810
"4+600
6+400",15,"Medgidia PC2 -
Antestație ROMCIM
(CRH RO)",1,4.6,6.4,810 A
"1+000
13+300",30,"Dorobanțu -
Nazarcea -
Năvodari",1,1,13.3,817
"13+300
18+000",15,"Nazarcea -
Năvodari",1,13.3,18,817
"18+000
25+850",30,"Nazarcea - 
Năvodari 
și linia 4 directă 
st. Năvodari",1,18,25.85,817
"25+850
27+450",30,"Năvodari -
Cap Midia",1,25.85,27.45,817
"31+680
32+500",30,"Năvodari -
Cap Midia",1,31.68,32.5,817
"32+050
32+900",15,"St. Cap Midia
între sch. 3 - 51",1,32.05,32.9,817
"25+850
32+500",30,Semnalizată ca limitare de viteză.,2,25.85,32.5,817
"32+150
32+850",15,Nesemnalizată pe teren.,2,32.15,32.85,817
"0+100
0+900",15,"P1 Cap Midia –
P2 Cap Midia",1,0.1,0.9,817 A
"0+550
0+600",10,"St. Comănești
linia 2 directă Cap X",1,0.55,0.6,505
"5+000
6+000",20,"Galaţi -
Tuluceşti",1,5,6,705
"17+500
20+000",50,"Tuluceşti - 
Foltești",1,17.5,20,705
"27+000
29+200",30,"Tuluceşti - 
Foltești",1,27,29.2,705
"38+500
38+600",30,"Foltești -
Tg. Bujor",1,38.5,38.6,705
"66+950
67+050",30,"Tg. Bujor -
Bereşti",1,66.95,67.05,705
"95+500
95+600",30,"Bereşti - 
Bârlad",1,95.5,95.6,705
"104+943
104+999",30,"Bârlad -
Bălăbăneşti",1,104.943,104.999,705
"0+691
1+185",5,"Galaţi Brateş - 
Galaţi Mărfuri",1,0.691,1.185,706 E
"260+480
260+915",5,"Galaţi Călători -
Galaţi  Brateş",1,260.48,260.915,706 F
"264+000
266+300",10,Galaţi Transbordare - Galaţi Largă A,1,264,266.3,706 F
"0+647
2+234",5,"Galaţi Brateş -
Galaţi Bazin",1,0.647,2.234,706 H
"1+580
4+340",5,"Galaţi Mărfuri-
Galaţi Largă A",1,1.58,4.34,706 J
"260+180
261+160",5,"Galaţi Călători -
Galaţi Brateş",1,260.18,261.16,706 K
"266+300
270+800",30,"Galaţi Largă A - Frontieră de Stat  
Pod Prut",1,266.3,270.8,706 K+F
"271+800
272+054",15,"St. Galaţi Largă A - Frontieră de Stat  
Pod Prut",1,271.8,272.054,706 K+F
"0+000
3+662",5,"Racordare C.S.G. -
Cătuşa",1,0,3.662,706 M
"3+900
5+380",10,"St. Barboşi Triaj
Grupa B  -
St. Barboşi Călători",1,3.9,5.38,708 A
"3+280
4+515",10,"Barboşi Triaj -
Barboşi Călători",1,3.28,4.515,708 B
"3+235
4+656",10,"De la călcâiul schimbătorului numărul 10 St. Barboşi Triaj Grupa B la vârful  schimbătorului numărul 13 A St. Barboşi Călători.
Nesemnalizată pe teren.",2,3.235,4.656,708 B
"1+020
1+060",15,Complex Barboşi,1,1.02,1.06,708 F
"0+000
4+700",10,"Ramificaţie Barboşi Port -
Barboşi Port",1,0,4.7,708 H
"0+200
1+100",10,"Dornești -
Rădăuți",1,0.2,1.1,515
"33+250
33+500",40,"Rădăuți -
Putna",1,33.25,33.5,515
"1+600
1+650",20,"Leţcani -
Larga Jijia",1,1.6,1.65,613
"8+140
9+106",30,"Leţcani -
Larga Jijia",1,8.14,9.106,613
"33+300
33+400",15,"Vlădeni - 
Todireni",1,33.3,33.4,613
"84+710
85+320",30,"Livezeni -
Iscroni",1,84.71,85.32,117
"97+300
97+800",30,"St. Lupeni Tehnic
linia 3 directă, Cap Y",1,97.3,97.8,117
"0+025
0+100",15,"Petroşani Călători -
Petrila",1,0.025,0.1,118
"4+700
4+900",30,"Caransebeş -
Cornuţel Banat",1,4.7,4.9,120
"11+300
13+000",30,"Cornuţel Banat -
Brebu",1,11.3,13,120
"19+450
19+850",30,"Cornuţel Banat -
Brebu",1,19.45,19.85,120
"21+800
22+250",30,"St. Brebu
linia 1 directă și
Brebu -
Reşiţa Nord",1,21.8,22.25,120
"24+850
24+950",30,"Brebu -
Reşiţa Nord",1,24.85,24.95,120
"28+000
38+615",50,"Brebu -
Reşiţa Nord",1,28,38.615,120
"89+500
110+000",50,"Lugoj -
Buziaș",1,89.5,110,123
"11+000
54+000",30,"Berzovia -
Oraviţa",1,11,54,130
"33+150
33+610",5,"Anina
linia 3 directă,
porțiunea cuprinsă între vârf sch. 15 
și vârf sch. 12",1,33.15,33.61,131
"5+600
12+100",30,"Timisoara Vest -
Cruceni",1,5.6,12.1,132
"40+500
46+800",30,"Timisoara Vest -
Cruceni",1,40.5,46.8,132
"9+925
9+975",30,"Ronaţ Triaj Grupa D -
Dudeştii Noi",1,9.925,9.975,133
"13+500
27+700",30,"Dudeştii Noi -
Biled",1,13.5,27.7,133
"35+000
44+700",30,"Biled - 
Satu Nou -
Lovrin",1,35,44.7,133
"63+150
68+500",20,"Sânnicolau Mare -
Sânnicolau Nord",1,63.15,68.5,133
"10+650
10+700",30,"St. Giarmata
linia 3 directă Cap X",1,10.65,10.7,217
"32+000
36+800",50,"Zădăreni - 
Periam",1,32,36.8,219
"36+800
38+000",30,NA,1,36.8,38,219
"21+000
24+000",50,"Sânandrei - 
Periam",1,21,24,222
"41+000
49+000",30,"Periam -
Sânnicolau Mare",1,41,49,222
"65+200
70+000",30,"Sânnicolau Mare -
Valcani",1,65.2,70,222
"17+000
18+700",30,"Arad Vest -
Pecica",1,17,18.7,223
"3+000
6+150",50,Dinspre Arad semnalizată doar cu paleta galbenă cu diagonale.,2,3,6.15,328
"13+830
13+880",30,"Șiria - 
Târnova Zărand",1,13.83,13.88,330
"16+800
20+200",50,"Șiria - 
Târnova Zărand",1,16.8,20.2,330
"28+100
28+200",30,"Târnova Zărand
liniile 1, 2 și 3 Cap X
peste sch. 1, 3 și 5",1,28.1,28.2,330
"28+700
28+800",30,"Târnova Zărand
liniile 1, 2 și 3 Cap Y
peste sch. 2, 4 și 6",1,28.7,28.8,330
"toată
linia",15,"St. Sebiş
linia 2 directă / abătută",1,NA,NA,330
"toată
linia",15,"St. Gurahonţ
linia 2 abătută şi 
linia 3 directă / abătută",1,NA,NA,330
"123+970
124+020",30,"Hălmagiu - 
Brad",1,123.97,124.02,330
"135+150
135+200",30,"Hălmagiu - 
Brad",1,135.15,135.2,330
"6+700
12+970",30,"Ineu –
Cermei",1,6.7,12.97,331
"689+400
689+500",30,"Diosig - 
Săcuieni  Bihor",1,689.4,689.5,400
"696+550
697+370",30,"Diosig - 
Săcuieni  Bihor",1,696.55,697.37,400
"789+425
789+915",30,"Satu Mare -
Micula",1,789.425,789.915,400
"2+434
2+980",30,"Satu Mare -
Botiz",1,2.434,2.98,401
